time,x,y,heading,target_x,target_y,target_idx
1752321030.577797,906.8793334960938,514.1441650390625,-1.442428286803948,34.5,33.5,0
1752321030.7819028,906.848388671875,514.0637817382812,-1.4438415820544621,34.5,33.5,0
1752321030.9468853,906.8237915039062,514.1204223632812,-1.4440365709626466,34.5,33.5,0
1752321031.244463,906.9319458007812,514.14501953125,-1.4399987740423592,34.5,33.5,0
1752321031.484804,906.7522583007812,514.1914672851562,-1.439246391094225,34.5,33.5,0
1752321031.7498446,906.8422241210938,514.0759887695312,-1.4419592682687719,34.5,33.5,0
1752321031.9299865,906.7498168945312,514.1552124023438,-1.4414195585621,34.5,33.5,0
1752321032.0853493,906.8202514648438,514.1514282226562,-1.4409058721578114,34.5,33.5,0
1752321032.293718,906.8849487304688,514.0315551757812,-1.4425386874227895,34.5,33.5,0
1752321032.511425,906.8124389648438,514.1390380859375,-1.4405765166453768,34.5,33.5,0
1752321032.7350366,906.8473510742188,514.1234741210938,-1.4438882173928087,34.5,33.5,0
1752321032.8763986,906.8104248046875,514.059326171875,-1.44603533276704,34.5,33.5,0
1752321033.1197093,906.7609252929688,514.1702270507812,-1.4417745021187065,34.5,33.5,0
1752321033.3035345,906.7952880859375,514.1233520507812,-1.4416642800099486,34.5,33.5,0
1752321033.4714031,906.8146362304688,514.08203125,-1.445259198932543,34.5,33.5,0
1752321033.6622314,906.9017944335938,514.0570068359375,-1.4423927420158327,34.5,33.5,0
1752321033.8864107,906.8479614257812,514.1376953125,-1.4424253372232732,34.5,33.5,0
1752321034.1320271,906.7833251953125,514.0789184570312,-1.4454833087365333,34.5,33.5,0
1752321034.3882163,906.77197265625,514.14990234375,-1.4414712514732615,34.5,33.5,0
1752321034.5939693,906.8545532226562,514.0396728515625,-1.442568585507649,34.5,33.5,0
1752321034.8532019,906.8482055664062,514.1034545898438,-1.4433049549576409,34.5,33.5,0
1752321035.1392517,906.7911376953125,514.1220703125,-1.443933130956638,34.5,33.5,0
1752321035.3231833,906.7921752929688,514.0787353515625,-1.4418854941038706,34.5,33.5,0
1752321035.511468,906.8121948242188,514.170654296875,-1.4424511256293635,34.5,33.5,0
1752321035.7349744,906.7806396484375,514.1548461914062,-1.4428591406172193,34.5,33.5,0
1752321035.9565268,906.8262939453125,514.14111328125,-1.4435299612500538,34.5,33.5,0
1752321036.1516738,906.8282470703125,514.2000732421875,-1.4394098385503675,34.5,33.5,0
1752321036.3797388,906.789794921875,514.1378173828125,-1.4412299995065443,34.5,33.5,0
1752321036.5868335,906.8746337890625,514.1232299804688,-1.441836237608135,34.5,33.5,0
1752321036.790069,906.8203735351562,514.0674438476562,-1.4431716046124223,34.5,33.5,0
1752321037.0660694,906.822998046875,514.1127319335938,-1.4429173267071036,34.5,33.5,0
1752321037.2251098,906.7518920898438,514.1663818359375,-1.4405697615424968,34.5,33.5,0
1752321037.4172554,906.8243408203125,514.0787353515625,-1.4430435418767862,34.5,33.5,0
1752321037.5877109,906.830078125,514.1072387695312,-1.4416414828571107,34.5,33.5,0
1752321037.751063,906.8558349609375,514.1397705078125,-1.440302532596733,34.5,33.5,0
1752321037.9383924,906.8005981445312,514.1466674804688,-1.4411243510462297,34.5,33.5,0
1752321038.1250544,906.8197631835938,514.25146484375,-1.4386825650394632,34.5,33.5,0
1752321038.284507,906.813232421875,514.1296997070312,-1.441813728176091,34.5,33.5,0
1752321038.4579995,906.8270874023438,514.1390380859375,-1.4417135822899632,34.5,33.5,0
1752321038.6063542,906.8840942382812,514.146484375,-1.4412722835539877,34.5,33.5,0
1752321038.7990613,906.8746337890625,514.0913696289062,-1.4452631407023795,34.5,33.5,0
1752321038.9701242,906.8600463867188,514.0733032226562,-1.4439079551317044,34.5,33.5,0
1752321039.1484835,906.7592163085938,514.1613159179688,-1.4432497039715795,34.5,33.5,0
1752321039.3301547,906.8310546875,514.1163330078125,-1.4426903331109378,34.5,33.5,0
1752321039.5316768,906.7646484375,514.1957397460938,-1.4421448583250676,34.5,33.5,0
1752321039.7748997,906.8395385742188,514.1109008789062,-1.4439007022890258,34.5,33.5,0
1752321039.9761066,906.832275390625,514.1846923828125,-1.4408314589788696,34.5,33.5,0
1752321040.1452737,906.8323364257812,514.1497802734375,-1.4417242841402718,34.5,33.5,0
1752321040.320276,906.7744140625,514.1412353515625,-1.443346620228565,34.5,33.5,0
1752321040.5526445,906.8051147460938,514.0989379882812,-1.443151027028855,34.5,33.5,0
1752321040.7938445,906.8241577148438,514.17236328125,-1.4395646519495573,34.5,33.5,0
1752321041.0068922,906.7715454101562,514.1153564453125,-1.442112194204833,34.5,33.5,0
1752321041.1617515,906.7949829101562,514.1614990234375,-1.4400365129638366,34.5,33.5,0
1752321041.3898263,906.8402709960938,514.21142578125,-1.44086635062056,34.5,33.5,0
1752321041.5549026,906.8010864257812,514.1221923828125,-1.4426331229438645,34.5,33.5,0
1752321041.7092154,906.8177490234375,514.1516723632812,-1.4440862064823976,34.5,33.5,0
1752321041.8712807,906.8397216796875,514.134765625,-1.4407857110330602,34.5,33.5,0
1752321042.027904,906.7635498046875,514.19580078125,-1.4389766097107681,34.5,33.5,0
1752321042.2364073,906.80029296875,514.1446533203125,-1.4431125760907701,34.5,33.5,0
1752321042.4080703,906.8257446289062,514.1884765625,-1.4413731613720122,34.5,33.5,0
1752321042.5920722,906.8058471679688,514.196044921875,-1.442392718167048,34.5,33.5,0
1752321042.7758281,906.8265380859375,514.1376953125,-1.4441900523776139,34.5,33.5,0
1752321043.003118,906.7899780273438,514.1942138671875,-1.4429809866150725,34.5,33.5,0
1752321043.1614797,906.764404296875,514.1588134765625,-1.4396296137530407,34.5,33.5,0
1752321043.332748,906.7796020507812,514.1946411132812,-1.4426709906436337,34.5,33.5,0
1752321043.5356448,906.8111572265625,514.1583251953125,-1.440248849955428,34.5,33.5,0
1752321043.7289891,906.8223266601562,514.1116333007812,-1.442356554053038,34.5,33.5,0
1752321043.921877,906.8955688476562,514.086181640625,-1.443729660773665,34.5,33.5,0
1752321044.1183782,906.8135986328125,514.1087646484375,-1.4408468504397614,34.5,33.5,0
1752321044.3040855,906.8060913085938,514.1683349609375,-1.440908136573283,34.5,33.5,0
1752321044.5070684,906.8102416992188,514.1149291992188,-1.441296787783649,34.5,33.5,0
1752321044.6578562,906.8675537109375,514.1112670898438,-1.441869518669182,34.5,33.5,0
1752321044.8696184,906.8077392578125,514.1245727539062,-1.4431629638090078,34.5,33.5,0
1752321045.0864758,906.8530883789062,514.0903930664062,-1.4435526111383918,34.5,33.5,0
1752321045.4167314,906.8154296875,514.1077270507812,-1.4424407726540551,34.5,33.5,0
1752321045.5970297,906.7676391601562,514.1083984375,-1.4446394772934623,34.5,33.5,0
1752321045.7696607,906.872802734375,514.104736328125,-1.4428898692265995,34.5,33.5,0
1752321045.9376326,906.8573608398438,514.1063842773438,-1.4425307913433094,34.5,33.5,0
1752321046.0777202,906.7391967773438,514.1077270507812,-1.4417756157411612,34.5,33.5,0
1752321046.2805667,906.8087768554688,514.2033081054688,-1.4414615574187792,34.5,33.5,0
1752321046.4935284,906.8772583007812,514.1259765625,-1.442917109293495,34.5,33.5,0
1752321046.767057,906.889404296875,514.11083984375,-1.4421936000415392,34.5,33.5,0
1752321046.9195545,906.79052734375,514.1356811523438,-1.4409094150764508,34.5,33.5,0
1752321047.145681,906.8480224609375,514.10595703125,-1.4425390959190285,34.5,33.5,0
1752321047.4129076,906.849365234375,514.1812744140625,-1.442311531192695,34.5,33.5,0
1752321047.6235511,906.8495483398438,514.142578125,-1.4404671489840433,34.5,33.5,0
1752321047.85296,906.7769775390625,514.15771484375,-1.4397943864335068,34.5,33.5,0
1752321048.0266073,906.8436889648438,514.14892578125,-1.4420910711008292,34.5,33.5,0
1752321048.2323987,906.7725219726562,514.0759887695312,-1.4423652849860593,34.5,33.5,0
1752321048.4395673,906.824951171875,514.1376342773438,-1.4438304672136315,34.5,33.5,0
1752321048.6425056,906.8118896484375,514.0875854492188,-1.4429355846892014,34.5,33.5,0
1752321048.8670564,906.8214111328125,514.1241455078125,-1.4416081633097422,34.5,33.5,0
1752321049.042794,906.82763671875,514.105712890625,-1.442871801601793,34.5,33.5,0
1752321049.2682984,906.8624877929688,514.219482421875,-1.4394302336001241,34.5,33.5,0
1752321049.4598482,906.8336181640625,514.0670776367188,-1.4433890611193128,34.5,33.5,0
1752321049.6564612,906.8475952148438,514.16015625,-1.4419891891651162,34.5,33.5,0
