time,x,y,heading,target_x,target_y,target_idx
1752320846.1847925,906.9194946289062,514.0416259765625,-1.4456518927963522,34.5,33.5,0
1752320846.3632326,906.8771362304688,514.1019897460938,-1.44339330407205,34.5,33.5,0
1752320846.5612202,906.8357543945312,514.0960693359375,-1.4412641612151567,34.5,33.5,0
1752320846.8315048,906.857666015625,514.105712890625,-1.4437366860189822,34.5,33.5,0
1752320847.080309,906.83203125,514.1045532226562,-1.4423552953337022,34.5,33.5,0
1752320847.2354057,906.8513793945312,514.0408325195312,-1.4443539847400768,34.5,33.5,0
1752320847.4502048,906.8232421875,514.1334228515625,-1.4409756957563085,34.5,33.5,0
1752320847.6595514,906.7584228515625,514.1826171875,-1.4430563351247467,34.5,33.5,0
1752320847.8593392,906.8959350585938,514.12255859375,-1.4429233946812068,34.5,33.5,0
1752320848.0423281,906.8771362304688,514.0413208007812,-1.4455674557309635,34.5,33.5,0
1752320848.2002962,906.8388671875,514.1154174804688,-1.4409247629620412,34.5,33.5,0
1752320848.4071412,906.66943359375,514.2279663085938,-1.4419782099603908,34.5,33.5,0
1752320848.594107,906.8270874023438,514.0940551757812,-1.4421303512241765,34.5,33.5,0
1752320848.8692749,906.7857666015625,514.1614379882812,-1.44199122519059,34.5,33.5,0
1752320849.0588002,906.7765502929688,514.18408203125,-1.4417704031962482,34.5,33.5,0
1752320849.3688,906.823974609375,514.1901245117188,-1.4415208558959205,34.5,33.5,0
1752320849.5398855,906.91455078125,514.0628051757812,-1.4424994554477877,34.5,33.5,0
1752320849.755246,906.76318359375,514.1449584960938,-1.4425495263500203,34.5,33.5,0
1752320849.9626484,906.8172607421875,514.0839233398438,-1.4452576696601154,34.5,33.5,0
1752320850.1539426,906.7793579101562,514.164794921875,-1.4439795143421026,34.5,33.5,0
1752320850.3384824,906.7876586914062,514.302734375,-1.4389981846413553,34.5,33.5,0
1752320850.5254464,906.8329467773438,514.1424560546875,-1.4432343093975377,34.5,33.5,0
1752320850.799506,906.8095092773438,514.1146850585938,-1.442483260999758,34.5,33.5,0
1752320851.03153,906.7810668945312,514.1678466796875,-1.4413035555222315,34.5,33.5,0
1752320851.2235615,906.7955322265625,514.2450561523438,-1.441392291967477,34.5,33.5,0
1752320851.3926759,906.8993530273438,514.15625,-1.4417552845274075,34.5,33.5,0
1752320851.5904734,906.797119140625,514.1491088867188,-1.4405980440007,34.5,33.5,0
1752320851.7414234,906.7443237304688,514.156005859375,-1.4435583191855588,34.5,33.5,0
1752320851.8847098,906.7692260742188,514.1524047851562,-1.4424385457218911,34.5,33.5,0
1752320852.0812175,906.8200073242188,514.1016235351562,-1.4426159641475331,34.5,33.5,0
1752320852.2540216,906.8423461914062,514.134033203125,-1.4436954245546199,34.5,33.5,0
1752320852.4020064,906.8147583007812,514.1827392578125,-1.4403010125249425,34.5,33.5,0
1752320852.6437597,906.7960815429688,514.113525390625,-1.4440335278095748,34.5,33.5,0
1752320852.7926006,906.7730712890625,514.1375122070312,-1.443168570600561,34.5,33.5,0
1752320852.965236,906.8463134765625,514.0748291015625,-1.4429238806732194,34.5,33.5,0
1752320853.1702385,906.8465576171875,514.1830444335938,-1.4395789943973059,34.5,33.5,0
1752320853.417676,906.7678833007812,514.10888671875,-1.4433628469749877,34.5,33.5,0
1752320853.734824,906.900146484375,514.0894165039062,-1.4438553779471104,34.5,33.5,0
1752320853.8997889,906.8350830078125,514.1331787109375,-1.4443694913176846,34.5,33.5,0
1752320854.0893557,906.7755126953125,514.1505126953125,-1.4402761467142842,34.5,33.5,0
1752320854.263708,906.8848266601562,514.077392578125,-1.4424626553337918,34.5,33.5,0
1752320854.4604902,906.9561767578125,514.1524658203125,-1.443205720194779,34.5,33.5,0
1752320854.6551423,906.8845825195312,514.2630615234375,-1.438540875900446,34.5,33.5,0
1752320854.919184,906.973876953125,514.2083740234375,-1.4393128933045198,34.5,33.5,0
1752320855.1260564,906.8125,514.080078125,-1.4433175877298403,34.5,33.5,0
1752320855.3468976,906.8280029296875,514.1478881835938,-1.4419279614719476,34.5,33.5,0
1752320855.5373807,906.9132690429688,514.1141967773438,-1.4433416268004111,34.5,33.5,0
1752320855.6834884,906.7507934570312,514.16943359375,-1.4430120937461997,34.5,33.5,0
1752320855.885923,906.756591796875,514.19580078125,-1.4396961602362612,34.5,33.5,0
1752320856.0731795,906.7223510742188,514.21533203125,-1.4404898300302236,34.5,33.5,0
1752320856.231658,906.6725463867188,514.0709228515625,-1.441925114436998,34.5,33.5,0
1752320856.431051,906.8204345703125,514.1516723632812,-1.4415555693656212,34.5,33.5,0
1752320856.6116562,906.7982177734375,514.1242065429688,-1.4441127971183019,34.5,33.5,0
1752320856.749078,906.7081298828125,514.1454467773438,-1.4439254436297375,34.5,33.5,0
1752320856.9845889,906.804931640625,514.0535888671875,-1.4444958632580884,34.5,33.5,0
1752320857.2603781,906.8399658203125,514.08984375,-1.4423501017820226,34.5,33.5,0
1752320857.4445946,906.8003540039062,514.1423950195312,-1.4423639239595907,34.5,33.5,0
1752320857.6569061,906.7620239257812,514.1207885742188,-1.442598084059167,34.5,33.5,0
1752320857.830237,906.8884887695312,514.093505859375,-1.4418760671051496,34.5,33.5,0
1752320858.041917,906.743408203125,514.2537231445312,-1.4398994240396081,34.5,33.5,0
1752320858.2105138,907.0615234375,514.1261596679688,-1.4424421915289851,34.5,33.5,0
1752320858.4678965,906.90673828125,514.21240234375,-1.4419439902405373,34.5,33.5,0
1752320858.6582541,906.9401245117188,514.2357177734375,-1.4400001962043358,34.5,33.5,0
1752320858.8273468,907.0658569335938,514.1541137695312,-1.4424690552949258,34.5,33.5,0
1752320859.063829,906.7662353515625,514.14599609375,-1.4436416545687742,34.5,33.5,0
1752320859.2360694,906.8361206054688,514.1001586914062,-1.4423228194806867,34.5,33.5,0
1752320859.46159,906.8662719726562,514.03662109375,-1.4438191433296221,34.5,33.5,0
1752320859.6519377,906.7530517578125,514.2239379882812,-1.4412541231192917,34.5,33.5,0
1752320859.825001,906.943115234375,514.1270141601562,-1.4414041495929593,34.5,33.5,0
1752320859.9946642,906.7728881835938,514.201171875,-1.4430987118388132,34.5,33.5,0
1752320860.279685,906.7241821289062,514.2176513671875,-1.4421361983673657,34.5,33.5,0
1752320860.4147983,906.8809204101562,514.0784301757812,-1.4443096926014625,34.5,33.5,0
1752320860.6031182,906.8802490234375,514.1433715820312,-1.4406265022193618,34.5,33.5,0
1752320860.7763197,906.85693359375,514.1605224609375,-1.4439831226320492,34.5,33.5,0
1752320861.1072412,906.8801879882812,514.0783081054688,-1.4430420367174337,34.5,33.5,0
1752320861.2750263,906.8673095703125,514.022705078125,-1.4440206734396401,34.5,33.5,0
1752320861.4927285,906.911376953125,513.9547119140625,-1.444351205575136,34.5,33.5,0
1752320861.6647031,906.8622436523438,514.0858154296875,-1.4446802118665596,34.5,33.5,0
1752320861.9274428,906.9490966796875,514.0120849609375,-1.4436974495436108,34.5,33.5,0
1752320862.1699576,906.7823486328125,514.06005859375,-1.4473669951142567,34.5,33.5,0
1752320862.388279,906.80859375,514.1128540039062,-1.4442619541306163,34.5,33.5,0
1752320862.617068,906.8203125,514.0311279296875,-1.445620755530205,34.5,33.5,0
1752320862.7872334,906.852783203125,513.962890625,-1.4468593218115886,34.5,33.5,0
1752320862.9528108,906.7142944335938,513.9617309570312,-1.4513543670172355,34.5,33.5,0
1752320863.1302032,906.8031616210938,514.0105590820312,-1.4448619062561927,34.5,33.5,0
1752320863.3836918,906.7550659179688,514.1035766601562,-1.4475338199917365,34.5,33.5,0
1752320863.67961,906.8585815429688,514.0734252929688,-1.4466489301923169,34.5,33.5,0
1752320863.9091763,906.87255859375,514.1272583007812,-1.4465250020048928,34.5,33.5,0
1752320864.2038012,906.783935546875,513.8929443359375,-1.4379073277062728,34.5,33.5,0
1752320864.415083,906.66748046875,513.9010620117188,-1.4343643614102144,34.5,33.5,0
1752320864.5769897,906.9408569335938,514.09912109375,-1.4464984003561858,34.5,33.5,0
1752320864.7929604,906.984130859375,514.009033203125,-1.446336459878767,34.5,33.5,0
1752320865.0178597,906.8737182617188,514.126953125,-1.4475067750426625,34.5,33.5,0
1752320865.347667,906.908203125,514.1544189453125,-1.446348568854973,34.5,33.5,0
1752320865.5836244,906.7535400390625,514.0999755859375,-1.4483007534156784,34.5,33.5,0
1752320865.7443664,906.9105834960938,514.0213012695312,-1.4466069412158464,34.5,33.5,0
1752320865.9626646,906.8743896484375,514.0972900390625,-1.4505966226519662,34.5,33.5,0
1752320866.1328666,906.9344482421875,514.1153564453125,-1.4481376624251292,34.5,33.5,0
1752320866.3266332,906.8688354492188,514.095947265625,-1.4493179899443513,34.5,33.5,0
1752320866.603046,906.917236328125,514.144287109375,-1.4442059200906199,34.5,33.5,0
1752320866.9041657,906.8757934570312,514.063232421875,-1.4467466913240254,34.5,33.5,0
1752320867.1895864,906.9500732421875,514.0609130859375,-1.4485979219412648,34.5,33.5,0
1752320867.3619907,906.8739013671875,514.0593872070312,-1.4484564977031675,34.5,33.5,0
1752320867.5809236,906.756103515625,514.0855102539062,-1.444895100421108,34.5,33.5,0
1752320867.8009546,906.8653564453125,514.0399169921875,-1.4478626237674002,34.5,33.5,0
1752320868.091403,906.90380859375,514.028564453125,-1.4465872767685832,34.5,33.5,0
1752320868.243514,906.7351684570312,514.0941162109375,-1.4472704950598834,34.5,33.5,0
1752320868.3715594,906.8557739257812,514.0512084960938,-1.444004355032198,34.5,33.5,0
1752320868.5916252,906.6665649414062,513.960205078125,-1.449918542962449,34.5,33.5,0
1752320868.8171823,906.8687744140625,514.240478515625,-1.441846514205795,34.5,33.5,0
1752320869.008132,906.8383178710938,514.1477661132812,-1.4426891353063387,34.5,33.5,0
1752320869.9307482,906.92431640625,514.1204833984375,-1.4456854185338877,34.5,33.5,0
1752320870.0987253,906.8794555664062,514.1701049804688,-1.4418051536054273,34.5,33.5,0
1752320870.297684,906.747802734375,514.1654663085938,-1.442811273149227,34.5,33.5,0
1752320870.4608214,906.810546875,514.1732788085938,-1.4407479651930355,34.5,33.5,0
1752320870.6487782,906.9157104492188,514.1629638671875,-1.4415157525488296,34.5,33.5,0
1752320870.8225813,906.8146362304688,514.143310546875,-1.4408741550323878,34.5,33.5,0
1752320871.0272589,906.8574829101562,514.1270141601562,-1.4420014893864168,34.5,33.5,0
1752320871.1851413,906.8729248046875,514.1322631835938,-1.4426513955372555,34.5,33.5,0
1752320871.3329892,906.8952026367188,514.22119140625,-1.4406586706655578,34.5,33.5,0
1752320871.5255222,906.8203125,514.1567993164062,-1.4415644944300179,34.5,33.5,0
1752320871.8158216,906.81982421875,514.1373291015625,-1.4429804020555077,34.5,33.5,0
1752320872.053584,906.76806640625,514.1076049804688,-1.4465007584265768,34.5,33.5,0
1752320872.2356715,906.8456420898438,514.1224975585938,-1.443549673753173,34.5,33.5,0
1752320872.473106,906.8355712890625,514.0846557617188,-1.44433634012921,34.5,33.5,0
