time,x,y,heading,target_x,target_y,target_idx
1752320872.686352,906.7576293945312,514.1828002929688,-1.4421335943088878,34.5,33.5,0
1752320872.9369488,906.8801879882812,514.1508178710938,-1.4431439789263616,34.5,33.5,0
1752320873.154282,906.81787109375,514.1616821289062,-1.440321621059813,34.5,33.5,0
1752320873.4122028,906.7700805664062,514.099853515625,-1.443432770367027,34.5,33.5,0
1752320873.6242383,906.806396484375,514.16650390625,-1.440767733238938,34.5,33.5,0
1752320873.7885327,906.8062744140625,514.1338500976562,-1.444312448251517,34.5,33.5,0
1752320873.9837854,906.7831420898438,514.2369384765625,-1.44070495592354,34.5,33.5,0
1752320874.2058086,906.7982177734375,514.0833740234375,-1.443065057627433,34.5,33.5,0
1752320874.3641043,906.8572387695312,514.11376953125,-1.4428680903449826,34.5,33.5,0
1752320874.5440028,906.7862548828125,514.0991821289062,-1.442739980462829,34.5,33.5,0
1752320874.7648606,906.8123779296875,514.0718383789062,-1.4444344772875117,34.5,33.5,0
1752320875.1313815,906.8515625,514.106689453125,-1.4445668599605772,34.5,33.5,0
1752320875.3337638,906.8491821289062,514.1817626953125,-1.4426819749014383,34.5,33.5,0
1752320875.5766118,906.8184814453125,514.1044921875,-1.4451535213046451,34.5,33.5,0
1752320875.8280518,906.8513793945312,514.0953979492188,-1.4422136765508415,34.5,33.5,0
1752320876.0352077,906.7637329101562,514.1458740234375,-1.441877513486686,34.5,33.5,0
1752320876.2389736,906.7032470703125,514.1723022460938,-1.4430760690304436,34.5,33.5,0
1752320876.4309044,906.8447875976562,514.0908203125,-1.4431081995619373,34.5,33.5,0
1752320876.674406,906.806884765625,514.1905517578125,-1.438274610083871,34.5,33.5,0
1752320876.876303,906.8582153320312,514.20361328125,-1.4390731632413496,34.5,33.5,0
1752320877.1685956,906.9087524414062,514.0905151367188,-1.4416211459829837,34.5,33.5,0
1752320877.401454,906.8765258789062,514.0514526367188,-1.4429213175401503,34.5,33.5,0
1752320877.5517433,906.8165283203125,514.1342163085938,-1.4426855783443826,34.5,33.5,0
1752320877.6955755,906.8942260742188,514.0905151367188,-1.4433852418469766,34.5,33.5,0
1752320878.062487,906.8731079101562,514.1416625976562,-1.4429253923977594,34.5,33.5,0
1752320878.2620852,906.9044189453125,514.102294921875,-1.44238366400597,34.5,33.5,0
1752320878.4667537,906.8148803710938,514.1917724609375,-1.4417799866475522,34.5,33.5,0
1752320878.6630118,906.874755859375,514.0712280273438,-1.4451463171823806,34.5,33.5,0
1752320878.8226979,906.8419189453125,514.0336303710938,-1.444576252099426,34.5,33.5,0
1752320878.975199,906.7606201171875,514.17236328125,-1.4395076908368118,34.5,33.5,0
1752320879.1440513,906.811767578125,514.1071166992188,-1.4430915496871057,34.5,33.5,0
1752320879.3737,906.824951171875,514.136962890625,-1.4398833739153307,34.5,33.5,0
1752320879.5996418,906.81787109375,514.1536865234375,-1.4413512833482858,34.5,33.5,0
1752320879.9916363,906.7753295898438,514.1660766601562,-1.441892116877436,34.5,33.5,0
1752320880.2188785,906.832763671875,514.1311645507812,-1.4418524319399453,34.5,33.5,0
1752320880.4705963,906.7914428710938,514.2122192382812,-1.4392863256567272,34.5,33.5,0
1752320880.7429776,906.9112548828125,514.07666015625,-1.4430921114659716,34.5,33.5,0
1752320880.946657,906.710205078125,514.2476806640625,-1.4428854821499981,34.5,33.5,0
1752320881.1802754,906.8272705078125,514.0820922851562,-1.4441282721023423,34.5,33.5,0
1752320881.3836215,906.8001708984375,514.0838012695312,-1.4447180841265548,34.5,33.5,0
1752320881.5427444,906.8817138671875,514.1860961914062,-1.4403743343394317,34.5,33.5,0
1752320881.7669802,906.8226318359375,514.1224365234375,-1.4442244727122358,34.5,33.5,0
1752320882.040873,906.8328247070312,514.152587890625,-1.4416710012745115,34.5,33.5,0
1752320882.2025356,906.8283081054688,514.1200561523438,-1.4425969682847275,34.5,33.5,0
1752320882.4174943,906.8009643554688,514.0929565429688,-1.441665068684212,34.5,33.5,0
1752320882.7307975,906.8387451171875,514.0719604492188,-1.4441372628662277,34.5,33.5,0
1752320882.8835874,906.7893676757812,514.1152954101562,-1.4443203351657494,34.5,33.5,0
1752320883.0983458,906.7885131835938,514.112548828125,-1.4427993666140462,34.5,33.5,0
1752320883.279119,906.8056030273438,514.1337890625,-1.4410202486865815,34.5,33.5,0
1752320883.51409,906.7860107421875,514.11767578125,-1.4404025611627453,34.5,33.5,0
1752320883.6984434,906.770751953125,514.167236328125,-1.4414071718751835,34.5,33.5,0
1752320883.892625,906.9132080078125,514.0281372070312,-1.4447733703785968,34.5,33.5,0
1752320884.3396418,906.8406982421875,514.091552734375,-1.4445706700048067,34.5,33.5,0
1752320884.647588,906.760498046875,514.1952514648438,-1.4429432924915013,34.5,33.5,0
1752320884.8629465,906.82177734375,514.0695190429688,-1.4391060335299075,34.5,33.5,0
1752320885.066914,906.9972534179688,514.2069702148438,-1.4404832750520158,34.5,33.5,0
1752320885.2700682,906.9014892578125,514.2195434570312,-1.4392627386837744,34.5,33.5,0
1752320885.5029554,906.8244018554688,514.2584228515625,-1.4411872805520842,34.5,33.5,0
1752320885.6560109,906.8967895507812,514.1080932617188,-1.4420858794037223,34.5,33.5,0
1752320885.9063914,906.7484741210938,514.1458129882812,-1.4396433404675242,34.5,33.5,0
1752320886.0599146,906.8469848632812,514.0235595703125,-1.4417515263661422,34.5,33.5,0
1752320886.2792544,906.7556762695312,514.0977783203125,-1.4438824756907256,34.5,33.5,0
1752320886.4653714,906.8209228515625,514.1235961914062,-1.4451659515283566,34.5,33.5,0
1752320886.6742203,906.8218383789062,514.1212158203125,-1.4421991998106358,34.5,33.5,0
1752320886.8442981,906.8287353515625,514.112060546875,-1.4427667931807693,34.5,33.5,0
1752320887.10544,906.8826293945312,514.1075439453125,-1.4424234534222353,34.5,33.5,0
1752320887.257283,906.8073120117188,514.122802734375,-1.4427367229870436,34.5,33.5,0
1752320887.454432,906.8001098632812,514.1227416992188,-1.4428256113365547,34.5,33.5,0
1752320887.6365392,906.8494262695312,514.1343994140625,-1.4444046461008315,34.5,33.5,0
1752320887.8909054,906.85205078125,514.1314697265625,-1.4423398808262566,34.5,33.5,0
1752320888.088722,906.8682250976562,514.1228637695312,-1.442088898621105,34.5,33.5,0
1752320888.2977698,906.8292236328125,514.0874633789062,-1.445175922188808,34.5,33.5,0
1752320888.5059218,906.8240356445312,514.1537475585938,-1.4399328217696972,34.5,33.5,0
1752320888.7135544,906.806396484375,514.1363525390625,-1.4420241849789546,34.5,33.5,0
1752320888.9812715,906.827392578125,514.0619506835938,-1.4439551028214004,34.5,33.5,0
1752320889.1773257,906.8265380859375,514.1884155273438,-1.4412653578816863,34.5,33.5,0
1752320889.3107064,906.6934204101562,514.201171875,-1.440424354841444,34.5,33.5,0
1752320889.4668667,906.781494140625,514.1464233398438,-1.4411728887951405,34.5,33.5,0
1752320889.6606786,906.8380126953125,514.1244506835938,-1.440043926310239,34.5,33.5,0
1752320889.855274,906.6970825195312,514.2109375,-1.4436192376557484,34.5,33.5,0
1752320890.087115,906.909912109375,514.0648193359375,-1.4457832027644884,34.5,33.5,0
1752320890.2926176,906.8308715820312,514.1451416015625,-1.4415616610854662,34.5,33.5,0
1752320890.5316613,906.7615356445312,514.1356201171875,-1.4433027551310489,34.5,33.5,0
1752320890.829007,906.7196044921875,514.2312622070312,-1.4408840701760894,34.5,33.5,0
1752320891.093877,906.9428100585938,514.1039428710938,-1.4425002101504834,34.5,33.5,0
1752320891.4817233,906.7030029296875,514.18212890625,-1.440711954058855,34.5,33.5,0
