time,x,y,heading,target_x,target_y,target_idx
1752320644.9915016,907.3995971679688,513.41455078125,-1.4662862387295974,34.5,33.5,0
1752320645.1495376,907.5394897460938,513.221435546875,-1.4635320127004599,34.5,33.5,0
1752320645.5071223,907.5875244140625,513.2007446289062,-1.460936415050603,34.5,33.5,0
1752320645.6491098,907.4588623046875,513.3754272460938,-1.4645743274633432,34.5,33.5,0
1752320645.871775,907.4165649414062,513.2318725585938,-1.4635629693663592,34.5,33.5,0
1752320645.994333,907.4291381835938,513.2279052734375,-1.4640294624613537,34.5,33.5,0
1752320646.1380394,907.4984741210938,513.2103271484375,-1.4656169987796288,34.5,33.5,0
1752320646.320243,907.5872192382812,513.3346557617188,-1.4642660207676441,34.5,33.5,0
1752320646.5322413,907.4723510742188,513.2040405273438,-1.4630911258705084,34.5,33.5,0
1752320646.809406,907.5300903320312,513.2357788085938,-1.4663766040614998,34.5,33.5,0
1752320647.118229,907.4755859375,513.2391357421875,-1.466159939090375,34.5,33.5,0
1752320647.2957842,907.5393676757812,513.2978515625,-1.4640838564206096,34.5,33.5,0
1752320647.4781075,907.4569091796875,513.291015625,-1.4630191670856674,34.5,33.5,0
1752320647.8219173,907.5802612304688,513.2406005859375,-1.463147897750295,34.5,33.5,0
1752320647.985467,907.4932861328125,513.3028564453125,-1.4623315555570422,34.5,33.5,0
1752320648.27611,907.489990234375,513.2871704101562,-1.4630573636322155,34.5,33.5,0
1752320648.4279835,907.4127807617188,513.30615234375,-1.4657462064190685,34.5,33.5,0
1752320648.624333,907.4444580078125,513.3392333984375,-1.463050605222779,34.5,33.5,0
1752320648.8027225,907.4747924804688,513.3192138671875,-1.461461688418568,34.5,33.5,0
1752320649.018648,907.4436645507812,513.2379760742188,-1.4636544144530044,34.5,33.5,0
1752320649.212156,907.5393676757812,513.2486572265625,-1.4633334285060469,34.5,33.5,0
1752320649.3730354,907.4609985351562,513.2774658203125,-1.4615093528106777,34.5,33.5,0
1752320649.5383542,907.5159301757812,513.29736328125,-1.4610019276954045,34.5,33.5,0
1752320649.6779168,907.4337158203125,513.2623901367188,-1.4638701644050005,34.5,33.5,0
1752320649.9023795,907.4783325195312,513.2415161132812,-1.4641007806874329,34.5,33.5,0
1752320650.1437685,907.5532836914062,513.2889404296875,-1.463361866340367,34.5,33.5,0
1752320650.3044431,907.5272216796875,513.2852172851562,-1.4627726366051903,34.5,33.5,0
1752320650.5016856,907.4314575195312,513.1951904296875,-1.463927274258319,34.5,33.5,0
1752320650.7214825,907.4513549804688,513.248291015625,-1.4633821027118257,34.5,33.5,0
1752320650.856488,907.46923828125,513.2023315429688,-1.4635096180843061,34.5,33.5,0
1752320650.9874089,907.4036254882812,513.3549194335938,-1.4658324925583297,34.5,33.5,0
1752320651.138976,907.546142578125,513.210205078125,-1.4657932188043243,34.5,33.5,0
